,f_inhibition_list,r_concentration_uM,r_inhibition_list,f_concentration_uM,SMILES,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_avg_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,trypsin_IC50
226,"[-4.86148, 3.587729, -2.950854, 5.753105, -25.64483, -11.3576, -9.128542, -4.182146, -19.53083, 5.010084, -5.901709, 12.71627, -16.32523, -10.61458, -7.048084, -4.925167, 5.731875, 6.538584, 7.366521, 6.984396, -4.988854, -3.141917, -2.632417, -1.974313]","[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292]","[112.5, 112.5, 108.02613013670886, 108.0405797772152, 90.15203270126582, 43.92146049873418, 10.325708354430377, 4.848287164556965, -7.9958117468354395, -35.06605746835443, 94.50589290379747, 112.5, 112.5, 110.4158488329114, 99.58634958987342, 87.03151492405064, 37.22688425316456, 4.7499051645569645, -10.8326113670886, -14.037575316455703, -41.5798915443038, 65.73573206582279, 99.47111556761517, 95.63462837164745, 85.56618304855785, 77.72743548257324, 38.4795184572314, -1.4943668837170103, 0.8371356447116782, -0.7859202781944901, 1.5111065345357186, 2.7190213866656725, 0.44267945324637203, 99.47001879326446, 95.6565066624146, 85.18832810473883, 75.98314346673843, 30.156046483159894, -1.051090449188404, -1.9315544374457823, -5.632592885207448, 0.7697648094313102, -4.168518921661814, -1.575888575519695]","[0.772, 0.386, 0.012, 0.099, 198.0, 99.0, 49.5, 24.8, 198.0, 12.4, 99.0, 7.43, 49.5, 0.193, 24.8, 1.55, 12.4, 0.772, 7.43, 0.386, 0.193, 0.012, 1.55, 0.099]",O=C1C(=O)N(Cc2ccc(Br)cc2)c2c(Br)cccc21,,,0.4847446629163856,,,,,
227,,"[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002]","[84.61132594936709, 52.76615032405064, 26.625238784810122, 9.475548759493666, -12.332496075949356, -13.060260379746838, -8.159524556962019, -12.988660556962031, -10.713056734177208, -18.930325063291146, -3.042507341772157, 84.5554322278481, 55.543144534177216, 11.484664025316462, -6.965962860759495, 11.587601544303796, -0.06876850632910937, -1.380106177215187, -10.372414936708871, -22.664110177215193, -17.60482541772152, -34.35372896202532]",,O=C1Nc2ccc(Br)cc2C1=O,,,30.282696003959224,,,,,
229,,"[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002]","[96.43601778987342, 71.16955781772151, 34.071868632911396, 19.92828121518988, 4.941289139240512, 5.402724987341774, 0.684497316455691, -0.1824464050632961, 1.6774402784810176, -23.95846496202531, 73.31294596708861, 97.67042125822786, 70.13673217215191, 28.92482741772152, 21.64780078481013, 1.3324072405063272, -6.926072050632916, -2.024466683544303, -2.4592266835443093, 66.89136606075951, -13.214910531645568, 53.08167593924051]",,Cc1cc(Br)cc2c1N(CCBr)C(=O)C2=O,,,16.712952118013778,,,,,
233,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[95.5087336853635, 56.09492396207493, 13.781574659628163, 9.455439438676736, -1.70376986029753, -1.435913378472429, -1.169224941234182, -6.821863439674752, -7.510736582509396, -8.965246487087859, -1.351671994446753, 94.3900316213837, 55.59039043870499, 21.39024672239207, 11.407860741609865, 4.094476777523972, 0.2051927651226569, 1.0929916162203521, -5.4721743955632345, -4.907959422366696, -11.237062811707213, -5.036051980546223]",,O=C(Cc1ccc2[nH]c(=O)[nH]c2c1)NC1(CNC(=O)c2cnc[nH]2)CC1,,,27.29762364139348,,,,,
235,,"[100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 100.0, 33.333333333333336, 11.111111111111112, 3.703703703703704, 1.234567901234568, 0.41152263374485604, 0.13717421124828535, 0.045724737082761785, 0.015241579027587262, 0.005080526342529088, 0.0016935087808430292, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[85.76673256142332, 73.49901157865008, 63.71646427562836, 61.11832815588817, 38.073990398192606, 21.42332674385767, 22.869245975713078, 20.00000000000001, 25.98700931940131, 23.931092911606893, 26.845523863315446, 88.29709121717029, 76.8878847783112, 64.01016661959899, 66.42756283535725, 29.872917255012716, 23.343688223665637, 22.688506071731158, 28.110703191188936, 27.884778311211523, 28.33662807116634, 27.56848347924315, 56.870378191904656, 40.683267529999334, 23.420023133098844, 11.967677495031296, 4.1173836519556195, 3.4797260088165913, -1.7106549653415657, 0.39513126110824537, 1.8680815964037807, 2.48047917895171, 42.449915194530405, 30.635872293682077, 12.790617686307272, 2.3376385092339023, -0.7397490497157313, 0.5731824631591124, -2.9058758745030806, -3.953351345974634, -4.455011162215987, -1.6312059210735461]",,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cccc(F)c12,,,1.8276503103489743,,,,,
246,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-68.85831086876671, -60.82557376122606, -54.39665312737589, -49.42563113420187, -37.88910019518525, -24.155288113969217, -11.14304048425348, -6.498447314841833, -3.6384233035321865, 3.502611189123291, 5.152298452026405, -75.03569844234158, -67.78825961520515, -48.427327266706065, -56.24440707340269, -37.826763401481, -24.732487914566672, -9.47436730292011, -4.975833380977875, -0.9044143897426221, 0.6049181272029727, 1.888922256266277]",,Cn1cnc(CN(C(=O)c2cnnn2-c2ccccc2)c2ccc(OCc3ccccc3)cc2)c1,,,99.0,,,,,
250,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-57.017049937823984, -69.45371167761145, -65.49652755722147, -59.169042544058215, -35.04884799750771, -12.725572712004643, -17.828540558773263, -4.5087833208139, -0.518131533870668, 2.09081850021955, 3.3204430753544893, -56.854889464064186, -72.52879159288919, -68.10821301025861, -65.8492782278011, -28.90888433331383, -12.910436351454255, -18.04610020952162, -8.519593198699047, -0.6419148997258515, 18.05228439650949, -0.7197682467526669]",,Cn1ccc(CN(C(=O)Cc2cccnc2)c2ccc(-c3ccccn3)cc2)n1,,,99.0,,,,,
260,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-25.955440643545273, -24.76413076859138, -23.34394283341548, -20.2529674704136, -14.711255782219254, -7.962724349718221, -3.108754892790127, 0.28640008718921556, -1.687916564658401, -3.1020946345617006, -1.5633588819871818, -25.43751922228456, -22.776575543063576, -23.193935836904434, -19.303088793622216, -16.082215077380177, -7.092343178588445, -2.3904409221258747, -1.5257304611282583, -1.6780062621846619, -2.814031399869981, -0.3047440938782999]",,Cc1nc(-c2cccc(CNC(=O)Nc3cccc(CN4CCCC4=O)c3)c2)n[nH]1,,,99.0,,,,,
261,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[42.82204257533576, 15.433268603617279, -0.9279079994315441, -3.4000565371888856, -1.5021728731087198, 1.6665423730965363, 0.4535932589956582, -1.578929832665843, -2.6897143545206124, -1.916932110052027, 0.7634691236384155, 38.53952209981991, 14.181666310774373, -0.36119883983841106, -2.2632667069511765, -0.7909293338142359, 2.510974919425108, 0.16184355962166194, 1.7241083566296296, -5.511043678558998, -3.3109739533652913, -1.2206043271458187]",,O=C(NCc1coc2ccccc12)C1CCc2nnc(-c3ccc(O)cc3)n2C1,,,99.0,,,,,
274,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[88.88396093849076, 62.85044803001598, 17.515854743035998, 15.742210900842432, -3.5941498081479053, 0.20376752427313793, -0.08761265616018332, -4.786656279448797, -5.659324345948065, -2.524573590665943, 0.9009259479234967, 86.83479776113555, 59.57244351103527, 14.915810885967812, 13.108040228257641, -2.11904085270733, -10.72223612006744, -4.8878157736370245, -2.2844806471641097, -5.110019595859632, -7.19615696364372, -5.381417404160537]",,C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(O)c1,,,26.21126101391924,,,,,
278,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[97.69733628759147, 82.50732521798257, 24.16281124145414, 10.298745526316635, 3.2818929253222495, 3.2904647098352697, -1.213390648327262, -1.4814861592942725, -6.371386769635142, -5.99682979308995, -0.7853308489305131, 100.31903213028104, 80.69153346129187, 24.199689171980005, 21.592298015980326, 4.654364665477455, 0.7810184173735653, 0.08265912718222969, -2.7092366288716745, -4.178339495704008, -3.606548819423961, -1.240461494963897]",,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(O)c1,,,17.336184145950547,,,,,
280,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[117.45048976190435, 117.45048976190435, 50.37372947415211, 20.32161313658635, -4.885501071453119, -6.315469952044469, -4.514157095286442, -3.809338024944712, -2.0323663370356884, -0.24984899199387367, 2.3494174697613364, 117.45048976190435, 117.45048976190435, 45.98653891548089, 21.00562125581538, -5.6938978569215255, -2.7045207644745775, -3.8468245731745205, -3.643288222229994, -1.9657588794380867, 0.0867865251016588, -0.10285978039889755]",,C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,,,10.861687569508277,,,,,
281,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[78.34667790281613, 117.45048976190435, 76.61499296439492, 36.71159964726007, 4.965637771528372, -2.2286124999429804, -1.7977272026280002, -0.48387009888872606, -0.6990939645575679, -1.277805412080833, 0.037037912589172474, 68.7937026404966, 115.05463715375848, 76.83044826409625, 45.415160157096594, 6.145830799973947, -1.9063234747505418, -0.5868681239696005, -0.2684761487430432, 0.39529366326804927, -0.5952275013655829, 0.7949711894699093]",,C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NCCc1cccc(F)c1)c1cncc(Cl)c1,,,4.777123595968864,,,,,
285,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[85.09974582754337, 72.91978385710843, 42.94071718107204, 7.217852691881258, -0.3179114155320227, -5.248357970436759, -9.473876954961348, -9.021995038475852, -5.34593267525542, -5.19063184244812, -2.869504301709884, 86.28560337172615, 72.69834815778165, 40.65527154449883, 13.632001781407563, 2.737732906305407, -3.738517715080373, -4.034105852832402, -3.062853233908656, -9.891454046717977, -6.404919842378012, -4.108892817100596]",,CCCc1cc2c(cc1S(=O)(=O)N1CCN(c3ccccc3)CC1)OCO2,,,15.96942841313225,,,,,
291,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-22.389097169053755, -33.43605433980445, -31.323437569813862, -28.378498569218806, -23.597567445182417, -15.34519608141793, -10.879874659268364, -9.893390732973245, -5.228667061029622, -3.63987921868614, -6.164355929302688, -21.87186814198866, -34.142772683893526, -29.895627244629498, -26.79950343144438, -23.042460689700505, -15.388798434083215, -14.186140695334831, -7.5884901579040775, -5.173497931547335, -3.9770883991029535, -4.416462784110007]",,CCn1c(CSc2nc(C)c(C)n2CC2CCCO2)nc2cc(S(=O)(=O)N(C)C)ccc21,,,99.0,,,,,
293,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-11.073837059435974, -9.62773457704502, -9.163614541304566, -10.49410824418166, -4.1612905741478485, -3.118784710793068, -4.909736834306448, -4.945309036603511, -7.698948478050912, -6.27445000871872, -4.232164869424092, -13.288260892709777, -15.437007904438216, -10.327673730512528, -14.929263757741465, -9.054131316062838, -7.002299908757554, -9.700029804936461, -9.580845620887155, -4.077752083372218, -8.616951076616093, -5.180591276193704]",,Cc1ccncc1NC(=O)Cc1ccc2[nH]ncc2c1,,,99.0,,,,,
299,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-22.06596181168054, -14.051965138725139, -5.153180405309488, -6.914508427498613, -3.2762575865924384, 1.1708605320361367, 1.6861011652034192, 1.1729455601227168, 10.103723172637782, 8.67530077338103, 9.358562079049296, -23.975247020071734, -14.5114711103087, -6.094204844597693, -4.522649731901918, 2.0310288583683254, 2.967635230850733, 4.731101472147994, 4.4553838419715595, 9.87624470259346, 10.0027931878573, 12.617801152529632]",,Cc1ccncc1CC(=O)Nc1cccc2c1CNCC2,,,99.0,,,,,
313,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-64.84052490327832, -57.086618156835854, -42.40933861148445, -32.07410072651143, -29.086417669657926, -17.370919601393194, -9.638157613280303, -11.127633807977094, -1.954252033093307, -5.476692443201731, -6.866409554419113, -71.46512706522124, -56.758248949756265, -39.183788679826634, -35.41077960769871, -29.903828932927567, -13.86011120834002, -8.499103960908368, -11.528165188304506, -9.950121538396175, -7.0827033463764675, -5.503466643207763]",,O=C(Nc1nncn1C1CC1)C1CCOc2c(F)cccc21,,,99.0,,,,,
318,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-19.197274491257883, -21.861890370326552, -19.422560373875044, -13.487236933806107, -8.230376484895016, -4.579193303312658, -6.09555677124521, -1.8727495195832968, -3.0738135631774863, -1.7082418385782765, -1.4595691562831132, -20.543824886987856, -21.671787790667423, -18.093579369523656, -14.142068104136913, -9.262769756406755, -6.737199427027532, -3.98061647541209, -2.8117300993355756, -3.123630206632723, -2.698951175881838, -1.5687752605563001]",,O=C(Nc1nncn1C1CC1)[C@H]1CCOc2ccc(Cl)cc21,,,99.0,,,,,99.0
319,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-3.9809706886510927, -16.550067959082167, -15.533357001377269, -13.094390598163319, -7.899173259098593, -4.401383406589777, -3.707044823554047, -1.050823570012413, 0.5416966628222724, 0.22825709457618315, -0.42484030688321955, -2.3643654446736537, -17.0042422421868, -14.408066715355726, -13.639695770086432, -5.705645595801437, -2.8996111109116987, -2.788373499356177, -1.517291120563615, 0.156390663075998, -0.6670676498187789, 0.2276478539285298]",,O=C(Nc1nncn1C1CC1)[C@@H]1CCOc2ccc(Cl)cc21,,,99.0,,,,,99.0
334,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579]","[-20.775230774296055, -20.569361906222166, -8.699100155381872, -7.41003934605249, -0.8892069182255506, -1.1513089745226186, -5.489494257936267, -2.2612768777297494, -2.0827550042046283, -23.285995086309537, -19.037872630710993, -8.482282159637922, -6.7845802138485745, -1.2481426510679996, -1.2778731130218646, -1.665082422012519, -1.0156742464959772, -1.631796020353535]",,O=C(COc1ccccc1F)Nc1ncnc2[nH]cnc12,,,99.0,,,,,
335,,"[100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509, 100.0, 33.33333333, 11.11111111, 3.703703704, 1.234567901, 0.411522634, 0.137174211, 0.045724737, 0.015241579, 0.005080526, 0.001693509]","[-20.588825250955566, -13.555879750410435, -3.023962923523578, -5.0176458759007305, 0.5285271788220937, 0.4230972015215225, -0.29369820043385625, 1.6294651655457255, 3.231063572710907, 6.3968537226539866, 0.2127559675958878, -20.78619260759145, -19.253292425524567, -5.493296892953352, -3.2487224627349014, 6.388766432837079, 2.1214455369412364, 1.9758709929028513, 4.559557690879122, 3.6181764150933446, 7.800473896082501, 7.192175951601882]",,O=C1C(Nc2ncnc3[nH]cnc23)CCN1Cc1ccccc1,,,99.0,,,,,
